Title,Short_Title,Location,Java,Min Experience,Max Experience,Min Salary,Max Salary,Spring Boot,SQL,Git,Microservices,Hibernate,Power_BI,Excel,Python,Visualization,spark,Cloud_Computing,manual_testing,regression_testing,automation_testing,software_testing,Kubernetes,Docker,Jenkins,CI/CD
Tech Lead - Java + React +AWS Job,Java,Pune,1,8,12,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack Developer (with Angular),Java,Pune,1,5,10,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Java,Pune,1,4,6,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack,Java,Pune,1,6,11,15,27.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack Developer,Java,Pune,1,6,10,13,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack Developer,Java,Pune,1,6,10,13,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer (Full stack),Java,NA,1,0,2,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Develope-(Pune).,Java,Pune,1,3,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Technical Architect,Java,Pune,1,13,18,20,35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer - Mangalore,Java,NA,1,1,3,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java/J2EE,Java,Pune,1,12,22,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Java Developer (Backend),Java,Pune,1,4,7,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Java,Pune,1,2,6,5,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer_INFOSYS,Java,Pune,1,3,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Java Developer - Hyderabad, Pune, Chennai",Java,Pune,1,3,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Java,Pune,1,3,6,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Job Opportunity For Java Application support,Java,Pune,1,2,4,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Java Full Stack Lead,Java,Pune,1,6,11,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Fullstack Java Developer,Java,Pune,1,6,11,7,17,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Java Developer Mangalore ( 1 To 2.5 years),Java,NA,1,1,3,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Software Develope,Java,Pune,1,5,10,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Java Developer Mangalore ( 1 To 2.5 years),Java,Hyderabad,1,1,3,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Java,NA,1,1,5,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Software Developer Pune,Java,Pune,1,3,6,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Victrix Systems & Labs - Java Support Engineer - J2EE/Spring,Java,Pune,1,4,8,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Backend Developer - Java Technologies,Java,Pune,1,4,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Java Developer,Java,Pune,1,6,10,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Full Stack developer with JAVA, SQL, ReAct, Python",Java,Pune,1,4,8,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Software Engineer, Platform",Java,NA,1,0,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Android developer,Java,NA,0,1,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Engineer- Windows Testing,Java,Hyderabad,1,1,4,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"Software Engineer II, Backend - Search",Java,NA,0,1,4,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Lead Software Engineer,Java,Hyderabad,1,7,12,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Application Developer-Microsoft Cloud,Java,Hyderabad,0,3,7,,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Application Developer-Microsoft Cloud,Java,Hyderabad,0,3,7,,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Application Developer-Microsoft Cloud,Java,NA,0,3,7,,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Application Developer-AWS Cloud FullStack,Java,NA,1,4,8,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Application Developer,Java,NA,0,3,8,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Android Developer (3+ Years ),Java,Pune,1,3,5,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Java Developer - Pune,Java,Pune,1,3,6,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Java Developer-AB-Bengaluru, Pune",Java,Pune,1,3,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Software Developer_Pune,Java,Pune,1,5,10,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Project And Technical Lead (Java Project),Java,Pune,1,4,8,12,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Software Engineer(Android Developer),Java,Pune,1,8,12,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Backend Developer,Java,Hyderabad,1,3,7,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Principal Software Engineer,Java,Pune,1,8,13,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Sr Software Engineer,Java,Pune,1,4,7,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Java and J2Ee Developer- Pan India.,Java,Hyderabad,1,5,10,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Developer II / III (Java - Noida /Bangalore),Java,NA,1,2,7,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Java Back End Developer,Java,NA,1,6,10,20,32.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer (SSE),Java,NA,1,3,8,5,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure Technical Architect - JAVA Environment,Java,Chennai,1,13,20,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Full stack developer with Java, Spring Boot, Angular/React",Java,Hyderabad,1,2,7,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Software Engineer II - Java developer,Java,NA,1,3,8,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Java Developer,Java,Hyderabad,1,2,6,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Java Develper,Java,Mumbai,1,5,7,8,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer -(F2F Interview-17th May).,Java,Hyderabad,1,3,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiring Java Tech Lead Professionals,Java,Hyderabad,1,5,10,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Java Production Support Lead | Urgent Requirement,Java,Mumbai,1,9,14,15,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Java Backend Developer,Java,NA,1,7,12,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiring | Immediate Joiners | JAVA/ J2EE Professionals | Bangalore,Java,NA,0,3,5,8,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
urgent Hiring || Job opportunity || Java Backend Developer,Java,Hyderabad,1,5,9,5,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Manager-JAVA Development Manager,Java,Mumbai,1,9,14,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Java Developer,Java,Mumbai,1,3,5,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Angular Full Stack Developer,Java,Chennai,1,3,6,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Test Automation- Java Selenium,Java,NA,1,9,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Java Fullstack,Java,NA,1,6,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack Professional,Java,Chennai,1,6,8,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Java Developers V-Technical Consultant,Java,Chennai,1,8,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Software Engineer - Java / Big Data / AWS,Java,Mumbai,1,5,10,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Java Developer Lead,Java,NA,1,6,9,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Principal Engineer - Backend (Java),Java,Gurugram,1,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Freelance Java Developer,Java,NA,1,7,12,5,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genpact || F2F Weekend Drive For Java Backend @Noida Location,Java,NA,1,4,9,13,23,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Java,NA,1,4,9,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Genpact Noida Face2Face Drive - 11th May - Java backend, Fullstack",Java,Hyderabad,1,6,11,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack Developer (with Angular),Java,Hyderabad,1,5,10,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Java Architect with Microservices ,Angular with any Cloud",Java,NA,1,10,20,35,40,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Java Developer,Java,Chennai,1,5,10,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Software Engineer, Senior - C#",Java,Hyderabad,1,1,5,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sr Associate Software Engineer,Java,Hyderabad,1,1,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Development Engineer 1,Java,NA,1,1,3,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Software Dev Engineer I,Java,Chennai,1,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Automation Testing Engineer,Java,Mumbai,1,1,4,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Java Developer,Java,Mumbai,1,5,10,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer (3+ years).,Java,Chennai,1,3,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack Developer,Java,Gurugram,1,5,10,5,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Senior Java Developer,Java,Chennai,1,6,9,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Java Full Stack Developer,Java,Mumbai,1,7,12,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Java,Mumbai,1,3,5,7.5,9.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Java Technical Lead/ Project Manager,Java,Hyderabad,1,16,26,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Immediate openings For Java / J2ee Back End Developer,Java,Hyderabad,1,5,10,8,18,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Hiring For Java Technologies-MNC Client-5-12Years Bangalore/Hyderabad,Java,Hyderabad,1,5,10,20,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Software Engineer - Java,Java,NA,1,6,8,,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Fullstack Developer - Java J2EE / React JS,Java,NA,1,6,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Application Developer - Core Java, Hibernate and Spring Boot",Java,Mumbai,1,6,10,,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Java Lead Developer,Java,Chennai,1,6,11,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java developer,Java,NA,1,6,7,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Java Back End Developer,Java,Hyderabad,1,8,12,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Web Developer,Java,Mumbai,1,4,8,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Core Java Developer,Java,Mumbai,1,4,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Technical Lead,Java,Chennai,1,6,11,10,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Application Developer-Java & Web Technologies,Java,Mumbai,1,2,5,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Application Developer-Java & Web Technologies,Java,Mumbai,1,2,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Java,Mumbai,1,2,4,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Tech Lead,Java,NA,1,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SSE/Lead Engineer (Java/J2EE, microservices)",Java,NA,1,6,9,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sr. Java Developer,Java,NA,1,5,10,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Join HCL Tech as a Java Developer (Apply Now),Java,NA,1,7,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Java,Delhi,1,6,9,15,22.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Project Lead,Java,Hyderabad,1,,,7,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Java Microservices Senior Developer,Java,NA,1,8,13,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java and J2EE Full Stack Developer,Java,Hyderabad,1,5,10,12,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F2F Interview || 10 MAY || Java Development || Product Based Company,Java,NA,1,8,13,25,37.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Java Developer,Java,Chennai,1,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Spring Boot Developer,Java,Chennai,1,5,10,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developers / Sr.Java Developers,Java,Hyderabad,1,6,9,,,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fullstack Java Application Developer,Java,Mumbai,1,5,10,12,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Java,Gurugram,1,4,9,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack Developer,Java,NA,1,8,12,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software development Work in Java/J2EE technologies,Java,Chennai,1,5,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Java Springboot Developer,Java,NA,1,5,10,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Java SB Senior Lead,Java,NA,1,7,9,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Architect,Java,NA,1,8,11,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Architect,Java,Chennai,1,8,11,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack Developer,Java,NA,1,6,10,13,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack Developer,Java,NA,1,6,10,13,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software development Work in Java/J2EE technologies,Java,NA,1,5,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Software development Work in Java/J2EE technologies,Java,NA,1,5,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Java Full Stack Developer (WFO),Java,Hyderabad,1,5,10,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Software development Work in Java/J2EE technologies,Java,Chennai,1,5,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Java Full Stack Developer (WFO),Java,Hyderabad,1,5,10,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Java Fullstack ReactJS,Java,Chennai,1,4,9,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JAVA SPARK DEVELOPER,Java,NA,1,6,11,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senior Java Developer,Java,NA,1,5,10,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Architect(Java Backend Development),Java,NA,1,15,24,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Sr. Java Developer,Java,NA,1,5,10,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Java Developer 36 Lakhs CTC || Kandi Srinivasa,Java,Kolkata,1,8,11,35,37.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Java Developer-Bengaluru,Java,Hyderabad,1,3,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Java Developer,Java,Mumbai,1,5,10,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Core JAVA Module Lead,Java,Chennai,1,3,5,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Java Developer,Java,Mumbai,1,2,6,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Java Developer / Sr Java Developer- F2F Interview on 10th May,Java,Mumbai,1,2,7,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java BackEnd Developer,Java,NA,1,6,11,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Product Engineer _(Java -reacts js -Devops)_ Bangalore,Java,NA,1,10,15,25,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer -(Hyderabad).,Java,Hyderabad,1,3,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Develope-(Kolkatta).,Java,Hyderabad,1,3,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer -(PAN INDIA).,Java,Hyderabad,1,3,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer -(PAN INDIA),Java,Hyderabad,1,3,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer 36 Lakhs CTC || Kandi Srinivasa,Java,Kolkata,1,8,11,35,37.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immediate Hiring Java Developer -MNC Client-4-7 Years _Chennai,Java,Chennai,1,4,7,10,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Architect,Java,Hyderabad,1,,,17,32,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java (Azure And Angular),Java,Hyderabad,1,6,11,12,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stanra Senior Java/J2EE Developer,Java,Chennai,1,5,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer Microservices Architecture/Spring Boot,Java,NA,1,5,8,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Java Developer,Java,NA,1,3,5,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack Developer,Java,Hyderabad,1,6,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer - Payment Solutions,Java,Hyderabad,1,3,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack Developer - Spring Boot,Java,Hyderabad,1,7,10,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer - Microservices Architecture,Java,Gurugram,1,3,6,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Java Developer - Spring Boot/Hibernate,Java,NA,1,5,7,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer ( Backend ),Java,NA,1,4,7,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Java,NA,1,5,7,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Java Developer - Spring / Hibernate,Java,Gurugram,1,5,9,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Full Stack Developer,Java,Hyderabad,1,6,11,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Tech Lead - Spring Boot/J2EE,Java,NA,1,6,11,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACKEND DEVELOPER (JAVA),Java,NA,0,3,5,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Nuchange Informatics Senior Java Developer Spring Boot,Java,NA,1,5,7,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Java Tech Lead - Spring Boot/J2EE,Java,NA,1,6,11,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer,Java,NA,1,4,6,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lead Application Developer - Java Full Stack,Java,Chennai,1,12,15,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Engineer - R&D - Java/Angular,Java,NA,1,7,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R&D Java Software Development Engineer 2,Java,NA,1,2,4,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Java Technical Engineer,Java,Chennai,1,3,6,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Senior Java Developer,Java,Chennai,1,7,10,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opening For SR Java Developer.,Java,Delhi,1,5,10,4.5,9.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer (Bangalore),Java,Hyderabad,1,3,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Architect,Java,Chennai,1,5,8,9,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Architect,Java,NA,1,12,21,25,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java J2EE - BLR/HYD/NOIDA,Java,Hyderabad,1,4,9,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiring - Java Developer @ Investment Banking,Java,Mumbai,1,4,9,15,30,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Java Developer /Sr.Java Developer with L3 Application Support,Java,Hyderabad,1,7,12,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Spring Boot Developer,Java,Chennai,1,6,10,14,22.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer - Bangalore,Java,Hyderabad,1,5,10,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sr. Software Engineer ( SE ) - Java, Spring, Microservices",Java,Hyderabad,1,5,8,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Lead Software Engineer – Java, Spring, Microservices",Java,Hyderabad,1,5,10,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Java Full Stack Developer,Java,Hyderabad,1,5,10,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Software Engineer (SE) – Java, Spring, Microservices",Java,Hyderabad,1,5,8,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Backend Java Developer,Java,Delhi,1,5,6,6,13,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Java Developer,Java,NA,1,5,8,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer - J2EE/Spring Boot,Java,Gurugram,1,5,7,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Architect,Java,Gurugram,1,14,18,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Technical Project Manager - Java|(E-GOV),Java,Hyderabad,1,10,20,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Stack React & Java Developer,Java,NA,1,3,5,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hiring Java Backend With Angular Developer,Java,NA,1,6,11,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Java Architect - Java API /Middleware | Photon ( Location - Chennai ),Java,Chennai,1,15,20,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer /Lead/Architect,Java,Mumbai,1,5,10,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Java Developer,Java,Chennai,1,9,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer (SSE) â?? Java (+4 Years Experience),Java,NA,1,4,9,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Genpact Hiring For Lead Full stack Java developer with GCP,Java,Hyderabad,1,7,12,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genpact Hiring For Full stack Java developer with GCP,Java,Hyderabad,1,6,11,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
